category,project,InducingDate,BugFixing,FixingDates,InducingMessage
Quantum Annealing,dwavesystems/dimod,4e32271f990123f131c7f6783af0f8ab6fda79c6,2018-02-14T01:41:43Z,87e6a8db8f85895d47816a03ddd2ec8aefc83b64/d1f5cd604c13c7b597d9b815116bc60fe21559da/272fc7a26e3700e6cbce7f8c638b5e2e180fe1fe/f3476922c2d841e2cf8298bbf22dd5f1cb5c4f29/335d626a90b2a2e8a7bede687d8c12d1d0a4ae0c/aa5004434e5391ddc5649d3aa1df2ee6c2181354/a540cfbaf6f8db38709c043104e44520a1bcd3f6/,2018-02-26 15:02:51-08:00/2018-02-21 12:40:26-08:00/2018-02-26 15:32:45-08:00/2018-02-26 17:42:50-08:00/2019-07-09 13:55:36-07:00/2019-03-14 13:35:15-07:00/2018-02-27 14:03:15-08:00/,Add documentation structure for dimod core classes
Quantum Annealing,dwavesystems/dimod,df7138441cc2ca683ba8522904fb983a984ae078,2018-10-22T15:30:55Z,9d40e72b6616773ff79bbd0dee25a3e09e0ce5c5/,2018-12-28 10:13:40-08:00/,Fix SampleSet.from_samples misnamed variables
Quantum Annealing,dwavesystems/dimod,15e6f93638b937156e8f0fff008c3b63a451aa45,2019-02-26T19:18:32Z,45bd481dab65846d3f94a35e42df36d91ac83caf/,2019-03-12 10:21:51-07:00/,"Update version 0.8.5 -> 0.8.6

New Features
------------
* `TruncateComposite` to filters high energy solutions out of
the sampleset to speed up post-processing
* `BinaryPolynomial` class for representing higher-order
problems
* `PolySampler` abstract base class for sampling binary polynomials
* `PolyScaleComposite` binary polynomial version of `ScaleComposite`
* `PolyTruncateComposite` binary polynomial version of
`TruncateComposite`
* `SampleSet.data_vectors` property has been restored
* New serialization for `SampleSet` and `BinaryQuadraticModel`
including a bytes serialization for `SampleSet`
* New `DimodJSONDecoder` and `dimod_object_hook`, and refactored
`DimodJSONEncoder`

Fixes
-----
* `SpinReversalTransformComposite` now correctly uses the
flipped bqm
* Can now print large samplesets without triggering a recursion
error

Deprecated
----------
* Binary quadratic model sampling in binary polynomial samplers
will be removed in 0.9.0
* `SpinReversalTransformComposite` now ignores the
`spin_reversal_variables` keyword argument and it will be removed
in 0.9.0
* Serialization has been refactored, the bqms and samplesets
serialized with the 1.0.0 format are supported until 0.9.0"
Quantum Annealing,dwavesystems/dimod,6cb6fd7803932063cc044a428ae9c552cdc61327,2019-12-02T23:01:03Z,390f4ce40e21ce6de967a53312447d95d18c1718/3e6317ce9512de907dc0b000eb177da95e38068c/7a72458b83801023b85cda4c00d8bed93bf70dd0/,2019-12-13 15:52:44-08:00/2020-03-24 15:42:20-07:00/2020-01-28 13:09:47-08:00/,"Install correct python version in windows circle-ci builds

* Install correct python version in windows circle-ci builds
* Use nuget for python install
* Use nuget for boost install
* Build on 32bit windows in circle-ci"
Quantum Annealing,dwavesystems/dimod,99a2a6a6500ec7dc5876202127472a39ea3e8784,2020-02-24T22:37:03Z,aaf93555a536630fbfaa531ebceb600c772aa8ab/53bb592bc58c615142bcba58366061b2da63f038/f44a5c1b4c0091855ff047767a9bbefd88c40939/9b77e72b00d6c5b69b3349cf006bb37fca7cf7b5/,2020-03-06 09:15:45-08:00/2020-02-28 10:05:28-08:00/2020-02-25 15:24:28-08:00/2020-02-27 11:28:20-08:00/,Restructure BQM docs
Quantum Annealing,dwavesystems/dimod,639aacaeaa5be8148286b77c2ff5a9c6118ed5d9,2018-08-02T23:41:42Z,d6c3ccc31c3879d8e381c0b29d4dd30fd44236d1/d67dc8cd0f5bb74011cc14e93a766143e7cea83e/592a77987d335710d1b434168d13f34925ee0455/f52d5429d9cfe7c03bdff85f11ae163d5f4311cb/,2020-02-20 13:40:34-08:00/2018-12-20 15:28:36-08:00/2018-08-07 10:35:09-07:00/2018-10-05 10:40:16-07:00/,Revert Response.labels to Response.variable_labels
Quantum Annealing,dwavesystems/dimod,34797d94724a34cd06bb356bc1cf5b45d89e731b,2019-07-31T16:18:23Z,0ff29a8ab8ffd56fd02624ddf5bf0efa7173a968/,2019-11-08 15:19:34-08:00/,Only install pandas in python 3.5+
Quantum Annealing,dwavesystems/dimod,00d25784581ab0ef6be240a83e780e7cff2f5178,2018-07-13T21:08:51Z,5c9ee0dfb0d69cd924c844e01f462d4c609c6b19/,2019-02-25 14:24:59-08:00/,Correct order of quadratic bias labels in BQM JSON encoding
Quantum Annealing,dwavesystems/dimod,cdf20a261169e7c21a54b323f44bfb6edb5f8d3d,2019-11-16T20:29:10Z,ac0eace48daa826d27076310342a058483cb289f/,2019-11-18 09:41:28-08:00/,Add test for poly with labels
Quantum Annealing,dwavesystems/dimod,b34c79227d20c2e8672b7a0465f669e9be26e274,2018-01-22T21:51:32Z,0a6a21a1e3ee6b358cb4cb30136bb08e52c6c842/18d09c828ff02f6988acd04661bd1129478359ab/19a06b89b7fe6f2e868bfa54b9efd19bca188a11/09259e3c5956f796f715545dc814e904d4af547a/,2018-02-26 16:42:41-08:00/2018-02-14 17:57:30-08:00/2020-02-19 14:32:47-08:00/2018-01-26 13:48:36-08:00/,Add to_ and from_pandas functions
Quantum Annealing,dwavesystems/dimod,bf70fb4173105bd2a66051f6c8cc6c2aba1ca681,2018-08-01T20:17:07Z,95ccc22976ea138c99c28a446b07cb2967ecb867/6bb2ee8739b87ac180a98c98341cefed7d1df84a/19a06b89b7fe6f2e868bfa54b9efd19bca188a11/,2018-12-17 16:55:54-08:00/2018-08-10 09:22:15-07:00/2020-02-19 14:32:47-08:00/,Add BQM.variables property
Quantum Annealing,dwavesystems/dimod,098a6362d220568637d858da152da8e94a533243,2018-03-09T17:01:18Z,3997e92c899ea9d94f4ddb3f9f2b810bf16bc8d2/57e1bb4c496f5c9d153770cc61590b0853765d77/6c41315006482c2eb0b34d0b08aafe40a2c49a75/1fe97d2a1dd5801bae676a06d147ad33342d58a3/ed2cadb9763ee8eca0d76eb216919a06b3ac0ffc/a1902397a30c0fd882f712256a8a9270d707fc52/,2019-12-23 14:38:22-08:00/2018-08-07 11:23:16-07:00/2018-06-07 16:19:21-07:00/2020-04-06 14:16:32-07:00/2018-03-21 12:03:57-07:00/2018-06-07 16:19:42-07:00/,Organize requirements into the appropriate directories
Quantum Annealing,dwavesystems/dimod,595c472352177179f7b3c31191d8df72b5feab4d,2018-10-25T23:49:38Z,3ffe8e1bce1ad44f25edcf03f85a896c3152c349/89bd36f4089fac6c5724c64ce6d15dbe1819f00f/092970e2a3606527d611032e8b1665283872ba99/,2019-02-12 17:47:49-08:00/2019-10-07 13:24:39-07:00/2019-10-15 11:30:59-07:00/,Update BQM Functions
Quantum Annealing,dwavesystems/dimod,c8a262b64d958886a9966739d78c992eb85c11a5,2019-07-09T18:40:46Z,1b59643fee10a36039c255b84d2dd5519f28b2b7/335d626a90b2a2e8a7bede687d8c12d1d0a4ae0c/d265db43eb5f89a411962db0c40e27ec60088e3a/9f67eb735eced7e65393c2fcef4a81f603abbe8f/dd9448ce591f69a68813ec6e91ba25942e1050da/,2019-07-15 11:55:07-07:00/2019-07-09 13:55:36-07:00/2020-03-05 16:06:54-08:00/2020-01-24 11:30:30-08:00/2020-01-24 11:11:13-08:00/,Update intro
Quantum Annealing,dwavesystems/dimod,4dad3f6b693c247c3169a86445a61935446bca74,2019-05-07T19:21:11Z,d1c8f111bcd08673549b110f899bede250e4ac89/,2020-02-04 15:31:36-08:00/,Resolve SampleSet before pickling
Quantum Annealing,dwavesystems/dimod,f813ecd834cc8ed96bc4b1d3eb3b630940e039d4,2020-05-01T18:12:24Z,d857d408b1cdc7f273fdbaeb05736526bbdfdbe7/,2020-06-19 13:10:49-07:00/,Make cybqms pickleable and deepcopyable
Quantum Annealing,dwavesystems/dimod,65ef9289a2087cfb362676f6f24a513bbea7773b,2020-09-22T20:53:54Z,e6be9c9c6f3f7148c3049a2f2dad136598c23be5/,2020-09-22 16:52:55-07:00/,"Change as_samples to handle larger dtypes than int8

When given a samples-like that is not a numpy array, it will
now use the smallest dtype that can hold the samples, rather
than always using int8. This behaviour maintains backwards
compatibility when the samples are binary, but will also
work for discete."
Quantum Annealing,dwavesystems/dimod,380fa42453029a3da747daafd1d53e664f2b192c,2018-07-05T23:22:28Z,3035469dd7791503a0ed1c14d286b6f3068bbb12/f2472a98b18a5143ea7e3f2336078ff0364446ce/a25ba613693eb5abac9c52582572cd24ab29282d/89bd36f4089fac6c5724c64ce6d15dbe1819f00f/671c63d4cc96898797a43fe2dee9596ad3de21c4/092970e2a3606527d611032e8b1665283872ba99/,2019-11-06 15:16:25-08:00/2018-12-17 08:52:42-08:00/2019-01-11 11:01:36-08:00/2019-10-07 13:24:39-07:00/2018-07-05 17:01:01-07:00/2019-10-15 11:30:59-07:00/,Replace reduce_degree with make_quadratic
Quantum Annealing,dwavesystems/dimod,de36f06f3ba1c2730d693dc342b15f123189999f,2018-01-03T18:29:48Z,3997e92c899ea9d94f4ddb3f9f2b810bf16bc8d2/5b66dd1fa7e6365555dc7d2a34518d1eebabd1c6/,2019-12-23 14:38:22-08:00/2018-10-09 09:19:27-07:00/,Update appveyor badget to dwave-adtt
Quantum Annealing,dwavesystems/dimod,05540fbea66bd42d649ddb82bd466da75a815a2d,2018-03-21T00:04:15Z,618173568b865db0b2c33eb8efcd28f1a7bbc198/34553b3acc7e2f6b38821d37fc5ef1db3ce3755a/,2018-05-28 10:54:26-07:00/2018-08-02 11:40:51-07:00/,Fix #350 failed by skipping doctest on vartype output
Quantum Annealing,dwavesystems/dimod,50a7be91d3c02bb33fb33027dbfb6214aeb57a91,2018-04-09T20:47:13Z,d67dc8cd0f5bb74011cc14e93a766143e7cea83e/81ac3be28e00af648c9f31db4d48af8fa244dea7/,2018-12-20 15:28:36-08:00/2018-05-30 09:49:59-07:00/,Fix docstring in unembed_response
Quantum Annealing,dwavesystems/dimod,aa16a1068e68de5332181ae481bea852daed8484,2019-07-22T20:35:35Z,6c080dc5131cbd2f43bc40f83c9a11b5b40cb4f3/8c7a903a7a43f7b6c1642bdaee54bdf543db63f9/3cf6ee9ea6c943ccefd175002e165f6f6b92289a/12eee7a586a0f1fc1ad644ad920e348de3b25b04/,2019-07-22 14:41:27-07:00/2020-06-09 12:44:51-07:00/2019-10-01 15:51:10-07:00/2019-07-22 14:14:03-07:00/,Add generic JSON-serialization for numpy arrays
Quantum Annealing,dwavesystems/dimod,d7e1418a0442cef2840232183ad22694c5ef0655,2017-07-12T18:09:47Z,eee5a895e270479e2e96727906ee2547e5945b72/40c5fce30fd2a5a199ede24cfd307239b9a6002f/59044a2e7235f219ec4c52422222e77f52ce552b/1311de31cb06f961a1ae7a2c9ff807e63a608805/bffd9dd3d35d9d9e3e48ec90cbbd40f0b3e3e885/049011378a2ee34e7efc15f493026ca7f41a4ca5/b4709738793c017cb6c0dedd753b50d23bbd2a34/,2017-07-13 14:07:57-07:00/2017-08-08 11:09:58-07:00/2017-07-12 15:05:14-07:00/2017-07-12 11:39:13-07:00/2017-07-12 15:55:08-07:00/2018-02-06 12:04:50-08:00/2017-07-13 09:26:58-07:00/,name changes. Running now though not passing unittests
Quantum Annealing,dwavesystems/dimod,ba5807632b3b70c25397cb9c75f8a7ae87a3e20c,2019-02-13T01:38:26Z,4fd380029f7ef855cf7f4f6a9c88517f2723e3c6/6d28c885fe9694e9b6213b102af53d534fc94653/280dc29ec85b1e00b8d0a7d2c85a63fa164b9136/df5def73fcc4bd40d101ded212345a77ff32c766/,2019-07-09 15:26:15-07:00/2019-02-13 12:48:46-08:00/2019-02-20 09:13:13-08:00/2019-03-13 14:50:12-07:00/,Document PolySampler and ComposedPolySampler
Quantum Annealing,dwavesystems/dimod,2f9995043661fda41c263d0a267239a504926ace,2019-04-05T22:23:06Z,21711dbc0aef5af3c0cb81c8a0a8163fcdf0bbba/,2020-01-16 14:48:21-08:00/,"Refactor Variables object

* Don't use try-catch for for missing elements in Variables.index
* Refactor Variables tests
* Refactor Variables.relabel to make fewer intermediate objects"
Quantum Annealing,dwavesystems/dimod,092970e2a3606527d611032e8b1665283872ba99,2019-10-15T18:30:59Z,3035469dd7791503a0ed1c14d286b6f3068bbb12/,2019-11-06 15:16:25-08:00/,Support vartype str/set inputs in make_quadratic
Quantum Annealing,dwavesystems/dimod,d091f1801fc949d443c85684bfb65b06d67e3f42,2018-02-14T00:56:45Z,99a2a6a6500ec7dc5876202127472a39ea3e8784/9b354eb859d28e0498a86753896886bf7f2fb1d5/0a6a21a1e3ee6b358cb4cb30136bb08e52c6c842/,2020-02-24 14:37:03-08:00/2018-02-27 15:44:03-08:00/2018-02-26 16:42:41-08:00/,Add binary_quadratic_model_convert to documentation
Quantum Annealing,dwavesystems/dimod,960511e64b912761b68f961447ce2e52470d1706,2018-12-24T22:36:27Z,02377f2283efd2c4accee8f401b556ac80f110ab/a032873c601bb895c319c763a778fb384140e891/eafc63e2840417d278dde055c252d93b81d452d1/21e4a53ead1af0990428c398893b3229e50943a1/8f24e549b2455e150c5c5efd117b3df60ccce6da/bb387f59bac0836795b421a47e68b2c5fe9187fb/aa5004434e5391ddc5649d3aa1df2ee6c2181354/8211f2c3686281aa933410fa310dc4ffe583e58a/,2020-03-26 09:06:21-07:00/2020-03-26 09:36:45-07:00/2019-02-08 17:06:51-08:00/2019-03-25 10:20:52-07:00/2019-10-06 19:24:57-07:00/2020-04-22 13:49:18-07:00/2019-03-14 13:35:15-07:00/2019-02-21 16:57:18-08:00/,Update ABSs and references to use SampleSet rather than Response
Quantum Annealing,dwavesystems/dimod,19eb6204cee0847df9aa9ce3e13a00f731afeb71,2018-01-02T21:24:13Z,ec8398dffd55a42dc304f5d9b23fd15b33db64b7/d67dc8cd0f5bb74011cc14e93a766143e7cea83e/e82bcba555bbd1dc9da858f68f63044619d5ac3e/5fe127f469f242a3ab05ff6e8cd73531b23c9b6c/50972470ee505faf9fa940dccb916eb34d2e8554/,2018-02-21 13:32:46-08:00/2018-12-20 15:28:36-08:00/2018-04-04 18:03:24-07:00/2018-04-02 11:42:03-07:00/2018-04-02 15:23:19-07:00/,Add chain_to_quadratic as an exposed function
Quantum Annealing,dwavesystems/dimod,424272793cdedb52d131d0e045f0e62705583d7e,2018-01-22T23:34:18Z,1828bbf9898156f3f25fb68533a024ff9a0c07c8/b1dbecffb6c4b361c74f695b03b77b9e04114b12/049011378a2ee34e7efc15f493026ca7f41a4ca5/91a7ff21f13b201622c7752a4ca91be00c5019f7/,2018-02-06 17:18:55-08:00/2018-02-05 11:18:05-08:00/2018-02-06 12:04:50-08:00/2018-01-24 16:28:58-08:00/,Move all tests into tests/
Quantum Annealing,dwavesystems/dimod,33a396e02ae6c295f41f6b9fd4adc03a186a97ba,2018-05-28T15:55:10Z,df5def73fcc4bd40d101ded212345a77ff32c766/15403d6a304df9440250d16c6784845a5f53e04a/7c8378d94c3caa5f45e635e529cdaaefcfa0e29e/,2019-03-13 14:50:12-07:00/2019-03-13 11:01:34-07:00/2018-06-08 08:29:40-07:00/,"Update sampler, composed, structured"
Quantum Annealing,dwavesystems/dimod,1c2fc2c677be7b2a8d8d2776c2c0afe1cba8c652,2018-05-28T22:09:22Z,866537b0002d4f2d935293541052222be9b2e170/44989fcd13aac666258c2746d465087836b6f22d/1a38d9f49a210fe85d91771982849dfd68934cbe/34553b3acc7e2f6b38821d37fc5ef1db3ce3755a/,2018-12-24 14:26:41-08:00/2018-07-24 15:28:37-07:00/2018-08-03 09:47:59-07:00/2018-08-02 11:40:51-07:00/,Update response methods
Quantum Annealing,dwavesystems/dimod,c627ae54c3d9f276251a46ecf772b7fea99ffc11,2018-07-13T16:49:34Z,44989fcd13aac666258c2746d465087836b6f22d/,2018-07-24 15:28:37-07:00/,Add experimental structarray code
Quantum Annealing,dwavesystems/dimod,f76fdc2f6b2a592fade71f0a93486e513a9cd4f8,2017-10-10T20:26:42Z,9c5e5bfc7a1efa4d4136710d9f8fcd1a53926065/c14ef182876e4671f7d2c7ed0b85ac18fda6d6a5/91a7ff21f13b201622c7752a4ca91be00c5019f7/ab27704c07960c7861fee65a21a3fe519e385a62/16133e6ac30367bb5edd94bf255219648ce12bdd/4251604dcee4b99827ad0f87c53804cac3b4747b/049011378a2ee34e7efc15f493026ca7f41a4ca5/a5513440bddd4a0f9012cfe74caf90b4d0ff3ba0/adc7ad0c3fcb4b1c05dfe8dbf819c500b5414551/485b45cf4e8be32f1dea3841ca8929720f654dba/1fe97d2a1dd5801bae676a06d147ad33342d58a3/aad8d184ef7863ee5d166be1a8c07232eed2cbba/9032d03de9a0c37eac0df7f65b686639aae2e869/b87ddedc612a9097db008dcd556f6ebf9a4881fa/539baec20ff46fd6959faa6a2991f257f78b86f2/f110ca2bdcc4fd01daae8d789b0718017e080a25/3cdd53de392f6d446218ccc1e0b24dfd8112445f/1828bbf9898156f3f25fb68533a024ff9a0c07c8/0c07693da561d39d7823d62b488772822372f73e/651e77e67233ffb4384f63f187538303d5381e92/65980de68003f25ffbcc963d7f7a27fb560cee2d/73ae98906cdb6f5675c28b831d5fdb2de613e900/424272793cdedb52d131d0e045f0e62705583d7e/954cd2da75a2af841a887411aeb1090ee5ef2f25/1cb8f33bbb4086127ea452bf2084d540fbed3b64/b1dbecffb6c4b361c74f695b03b77b9e04114b12/,2017-12-05 16:37:38-08:00/2017-10-11 11:04:00-07:00/2018-01-24 16:28:58-08:00/2017-11-29 17:51:11-08:00/2018-08-03 09:42:11-07:00/2019-03-13 11:32:13-07:00/2018-02-06 12:04:50-08:00/2017-10-10 20:23:45-07:00/2017-10-13 16:35:12-07:00/2020-05-06 09:28:08-07:00/2020-04-06 14:16:32-07:00/2017-10-13 16:48:21-07:00/2018-02-09 10:40:52-08:00/2020-03-27 08:02:17-07:00/2017-12-07 10:21:57-08:00/2018-02-21 14:53:32-08:00/2018-05-29 11:55:23-07:00/2018-02-06 17:18:55-08:00/2017-10-11 10:29:17-07:00/2018-01-22 15:23:17-08:00/2017-12-22 11:13:30-08:00/2017-12-04 16:15:39-08:00/2018-01-22 15:34:18-08:00/2018-02-16 17:22:11-08:00/2018-02-14 19:30:49-08:00/2018-02-05 11:18:05-08:00/,"0.2.0

* implemented composition for spin variables, no docs yet

* broke everything but now better documented

* sped up ising_to_qubo

* sped up qubo_to_ising

* fixed important bug where data field was replicated

* composition version implemented, might try decorator now...

* layer -> composite

* dynamic inheritance to instantiated object wrapping

* added to unittests

* install instructions include pip

* docstrings and html stuff, not complete

* first pass finished documentation for spin_transform

* clean up, unittest update

* finished first draft documentation

* updated ignore

* changed generic sampler test name so it hopefully does not get caught by pytest

* removed unnecessary import

* samples -> num_samples

* removed structured_ising and structured_qubo methods, added composite functionality

* Added Travis CI status badge to README

* sublime in .gitignore

* removing structure

* building on travis and appveyor for pypi

* changed install

* reverted. added using pip to install

* changed order

* Update .travis.yml

changed test runner

* added deployment details for deployment to pypi

* added deployment details for deployment to pypi

* Merge branch 'master' of https://github.com/oneklc/dimod

* added linux and mac os testing

* fixed order

* added appveyor.yml from demo

* modified to work with our build process

* testing a hunch

* hunch number 2

* osx fixes for travis-ci

* fixes for mac builds

* fixed pip install

* made executable

* more updates for osx testing

* fix for python 2.7

* changed pypi user

* more fixes for python2 on mac

* clean up

* clean up

* added appveyor helper scripts

* added appveyor helper scripts

* typo fix

* installing/upgrading setuptools and wheel in python env

* removed previous fail. installing/upgrading setuptools and wheel in python env

* removing ci support for python 2.6

* added wheel to travis pypi build

* does not support python 2.7.0

* removed structured methods with references

* updated documenation to reflect removal of structured methods

* removed structured, changed the way the structure property was added and added inits to the example samplers"
Quantum Annealing,dwavesystems/dimod,f1cd8b56718a01db705852345640f69c3eb09fb1,2018-07-23T19:51:06Z,11d52f503ff3055491b6c2ce0b3c4ca3ab5e68c3/,2018-08-07 16:28:49-07:00/,Update version 0.6.12 -> 0.6.13
Quantum Annealing,dwavesystems/dimod,23bb6470d7ade0b0e1a055c561f78ed582c05c96,2019-03-26T18:47:19Z,df63b32bcd50fd9f026246e1bdd4b7b9b07fa8b3/,2019-04-23 15:45:47-07:00/,"SampleSet.truncate, .aggregate, .append_variables deepcopy info"
Quantum Annealing,dwavesystems/dimod,356d10f5a4c08fa19f8f83f731844c7e31487329,2019-01-14T22:18:49Z,64e4dd1b816f0786f2ec6dedd3a6e9abc1cf60c3/9d7abf142e936a237103d877513024669329b51c/7412722e3203d20721e9fc6eae72ca40fc5bef47/dd93b52ffbde2744fe5c5801e646d6974deb1173/825830145b609e5763c429745782e9f5dc4776e3/e0af77e2c3023c82501fabc3e5d714082cbe2d8a/8fbfaa25eeb6edb686d35159a780242d570e809e/1fe97d2a1dd5801bae676a06d147ad33342d58a3/96143a4c4c51bcc599a98d230977b53fb0d96b36/296e1fae9b5242a8c8ac68f85bd18c0e2a7492c4/ed33f0c186ce60e9a8cbfa9d7a40513c036b7f9d/d9f9d6423e6f7103ced80e53d43c7f27a22df099/b87ddedc612a9097db008dcd556f6ebf9a4881fa/3d18f986861d6514ef2d1700e78863afb0f1454f/79979454139757bd49c1e31c67d890c1d5efeee2/5ff41b5d2f7955a2af7dcff97840a99ba6511e70/74677f42978ed5be58b7d7d9f6be8f461b68ac05/aa5004434e5391ddc5649d3aa1df2ee6c2181354/e9edfc726e9d559665f8ea333fac6f94f56d64f6/66a0e37f7b8630e9ce5c12cb4377f187bfa5f804/,2019-01-21 12:08:49-08:00/2019-01-21 12:10:39-08:00/2019-01-17 13:42:38-08:00/2019-02-12 13:11:32-08:00/2019-01-22 17:08:46-08:00/2019-03-13 11:44:21-07:00/2020-03-27 06:27:00-07:00/2020-04-06 14:16:32-07:00/2019-01-17 11:50:12-08:00/2020-07-10 15:17:39-07:00/2019-01-21 11:04:04-08:00/2019-01-18 15:04:58-08:00/2020-03-27 08:02:17-07:00/2019-01-18 17:42:11-08:00/2019-02-12 14:30:42-08:00/2019-01-17 13:38:23-08:00/2020-08-07 14:31:40-07:00/2019-03-14 13:35:15-07:00/2019-01-17 10:52:11-08:00/2020-07-10 16:16:45-07:00/,Add scaleComposite
Quantum Annealing,dwavesystems/dimod,e40b6e77d77c3cb1dc9227ae943968a7991c2aa2,2018-02-14T03:57:38Z,0c03e9908e671990be7b16b68474b5c2c3458bd3/46673c04f2f76bf491eeb6cb9192e06e91b0e95d/62c58f81800597bf96e39131efb1c79002b94027/c181a357484e8c01ac0c015d49010ccff2bb0523/014ffa170516340ad05dd23311ac7a332b1e1941/b8126fa9cc7550318465259e3f8225d411fb1e0b/789143511f6ed4403cd3f0a73fce98c53d7fd462/,2019-07-12 10:14:19-07:00/2019-03-21 09:14:28-07:00/2018-02-16 15:25:03-08:00/2018-02-21 11:53:31-08:00/2018-02-16 17:18:53-08:00/2018-02-14 10:51:18-08:00/2019-04-23 15:01:36-07:00/,"Refactor `vartype_argument` decorator

It now accepts a list of argument names which are to be constrained."
Quantum Annealing,dwavesystems/dimod,aca857226f01dd29757a7aacfd442c87f19d35a7,2018-02-14T21:18:51Z,62c58f81800597bf96e39131efb1c79002b94027/8be776993466819e1d43a8739888a8344f6c6c81/,2018-02-16 15:25:03-08:00/2018-09-20 15:41:27-07:00/,Add tests for @vartype_argument decorator
Quantum Annealing,dwavesystems/dimod,d2e1809083ba37ee429ed7dc81abd47526baa611,2018-01-12T00:31:22Z,f54e8e2c740592960d221424314c0e21977c6f6f/60a859ba5895731bd88dfc72147a010077a29f51/19a06b89b7fe6f2e868bfa54b9efd19bca188a11/,2019-01-04 10:00:38-08:00/2018-12-17 14:21:32-08:00/2020-02-19 14:32:47-08:00/,add_variable and add_interaction and add_offset now all act seperately
Quantum Annealing,dwavesystems/dimod,91c7ef5fa261a101335788aecc6de89bb53050de,2018-10-10T15:10:20Z,4b6a85731efce88a8f9792dc1746c4e86ec4cf4b/a3d64557b9f9daac977011452ac06939e42f3fa0/7b45a1e7940207dc254bcd82a6637e2e227e9437/6658ea61c3504cf88711e955bf355a92393e202c/c4ad41521ad593cf88ffed43f7638b4e34f6da08/,2020-03-30 11:50:13-07:00/2019-05-07 12:23:54-07:00/2019-03-15 16:38:24-07:00/2020-03-26 15:50:05-07:00/2018-10-24 15:07:58-07:00/,Finish SampleSet documentation
Quantum Annealing,dwavesystems/dimod,31e2e873c505f9f8911f8a0b07b65df47b35e6fd,2018-03-21T21:38:06Z,515d264d35f48da7f2f69300a2091c218200a3e1/19a06b89b7fe6f2e868bfa54b9efd19bca188a11/,2019-06-03 10:34:30-07:00/2020-02-19 14:32:47-08:00/,Update some BQM docstrings for clarity
Quantum Annealing,dwavesystems/dimod,ef1d1f8da54e9086d5ce80474482bd02e4690a26,2018-02-08T23:52:54Z,954cd2da75a2af841a887411aeb1090ee5ef2f25/,2018-02-16 17:22:11-08:00/,Fix bug in Response.data
Quantum Annealing,dwavesystems/dimod,7e2417bade083986b49928ca052ba96f7fcc68a1,2018-02-22T19:16:36Z,4fd380029f7ef855cf7f4f6a9c88517f2723e3c6/cb91acb5b23ad24d4f9d50bde085218af1ffe76c/19a06b89b7fe6f2e868bfa54b9efd19bca188a11/1ba80e18671d4eef5f9cf4de13ad0ec360c39ccf/1902307261841719475827f78f6a110a2e4b3eb4/,2019-07-09 15:26:15-07:00/2020-02-20 11:04:15-08:00/2020-02-19 14:32:47-08:00/2018-03-16 15:43:36-07:00/2018-05-24 15:35:42-07:00/,"Update docstring, example for Vartype Properties"
Quantum Annealing,dwavesystems/dimod,62a1e446d34ccf43ce50c1374ec695278d61f982,2019-08-19T22:11:48Z,867166a189bd83ff6d5e82b86319b1670345dc04/b167a9b9d234f33a78499d140020048c88fa6ee2/9659f7733518d290d432de330dfc9c8417da1a80/6066cb6ecba0e239a4b1b3100ce8c3f9f8e4209d/82539f6877284f8cfa06412e3af41f37214e6b8f/fe91655e1cca443249252edbcd1a5a9910d3d0a1/dd042acd123f43a6717cd49945cd670cc0c5687a/7fd5465f5cf13c84a7e86080d075383b656430d6/0b1e67061d093b398348a3430b485261ec281290/11adbdeb9d2f893edd51775c498bc7cccf3924c2/,2019-09-16 15:34:17-07:00/2019-11-06 19:23:13-08:00/2019-10-10 11:24:13-07:00/2019-10-10 15:50:44-07:00/2019-11-12 12:31:38-08:00/2019-08-19 16:34:19-07:00/2019-12-27 10:18:57-08:00/2019-08-26 09:49:34-07:00/2020-03-24 12:42:01-07:00/2019-10-07 10:28:23-07:00/,Update AdjArrayBQM to match AdjMapBQM
Quantum Annealing,dwavesystems/dimod,014ffa170516340ad05dd23311ac7a332b1e1941,2018-02-17T01:18:53Z,789143511f6ed4403cd3f0a73fce98c53d7fd462/,2019-04-23 15:01:36-07:00/,"Refactor @vartype_argument to support default argument values

Cleaner and more robust parsing of decorated function's arguments that
supports default value binding.

Argument values binding heavy-lifting done with `inspect.getcallargs`."
Quantum Annealing,dwavesystems/dimod,dd7006ddf6316d5a3f68f1109aeb791651b80f21,2017-07-05T20:04:59Z,bb1cbfb8520b8bbc5fbfbfcf9b17d863ba625dc9/2b9ceba327379139273cf09ea6bf084edde57705/4f89994b649a29b3d24398d64f8dc1c407290011/73ae98906cdb6f5675c28b831d5fdb2de613e900/ac19b65eca59d6abab64a1850675b7678f7f91ee/47ac1f4470d35c2adebc61c0cc2bf183203f5c61/f76fdc2f6b2a592fade71f0a93486e513a9cd4f8/,2017-07-06 13:51:24-07:00/2017-08-08 13:59:05-07:00/2017-08-09 13:39:01-07:00/2017-12-04 16:15:39-08:00/2018-06-05 16:13:17-07:00/2018-02-26 14:07:56-08:00/2017-10-10 13:26:42-07:00/,utilities module implemented better
